semana,app_id,canal,installs,compradores_unicos,total_compras,revenue_usd,arpi,ticket_promedio
2026-07-20,com.univision.prendetv,starrisedzf_int,0,0,0,,,
2026-07-20,id1531467766,googleadwords_int,2,0,0,,,
2026-07-20,com.univision.prendetv,world_cup_sports_page,0,0,0,,,
2026-07-20,com.univision.prendetv,influencers,0,0,0,,,
2026-07-20,com.univision.prendetv,Social_facebook,0,0,0,,,
2026-07-20,com.univision.prendetv,winclap,256,0,0,,,
2026-07-20,com.univision.prendetv,appgradear424,10380,2,2,,,
2026-07-20,com.univision.prendetv,tiktokglobal_int,186,0,0,,,
2026-07-20,com.univision.prendetv,googleadwords_int,5676,0,0,,,
2026-07-20,com.univision.prendetv,MiQ_int,1,0,0,,,
2026-07-20,com.univision.prendetv,Digital_Web_LCDLF,0,0,0,,,
2026-07-20,id1531467766,Apple Search Ads,1256,0,0,,,
2026-07-20,com.univision.prendetv,entravision,210,0,0,,,
2026-07-20,id1531467766,QR_code,3,0,0,,,
2026-07-20,id1531467766,lychee,6249,0,0,,,
2026-07-20,com.univision.prendetv,bcnagency,1391,0,0,,,
2026-07-20,com.univision.prendetv,,4,0,0,,,
2026-07-20,com.univision.prendetv,oppopaipreinstall_int,0,0,0,,,
2026-07-20,com.univision.prendetv,organic,13140,2,2,,,
2026-07-20,com.univision.prendetv,Digital_Web_Univision,0,0,0,,,
2026-07-20,com.univision.prendetv,Altan_Redes,0,0,0,,,
2026-07-20,com.univision.prendetv,Social_tiktok,2,0,0,,,
2026-07-20,com.univision.prendetv,QR_code_Arelys,0,0,0,,,
2026-07-20,com.univision.prendetv,Social_YouTube_longform,0,0,0,,,
2026-07-20,com.univision.prendetv,xiaomipai_int,0,0,0,,,
2026-07-20,com.univision.prendetv,in-app-voting-entry-point,0,0,0,,,
2026-07-20,id1531467766,appgradear424,7036,0,0,,,
2026-07-20,id1531467766,bcnagency,945,0,0,,,
2026-07-20,com.univision.prendetv,Social_instagram,0,0,0,,,
2026-07-20,com.univision.prendetv,OneFootball,0,0,0,,,
2026-07-20,id1531467766,Digital,2,0,0,,,
2026-07-20,com.univision.prendetv,miqdigitaluk,10,0,0,,,
2026-07-20,com.univision.prendetv,Twitter_Paid,0,0,0,,,
2026-07-20,id1531467766,tiktokglobal_int,3,0,0,,,
2026-07-20,com.univision.prendetv,QR_code,7,0,0,,,
2026-07-20,id1531467766,entravision,378,0,0,,,
2026-07-20,com.univision.prendetv,Social_Facebook_comment,0,0,0,,,
2026-07-20,id1531467766,rocket,1256,0,0,,,
2026-07-20,com.univision.prendetv,Cross_sale,0,0,0,,,
2026-07-20,com.univision.prendetv,Digital,9,0,0,,,
2026-07-20,com.univision.prendetv,Social_Facebook_longform,0,0,0,,,
2026-07-20,com.univision.prendetv,rocket,228,0,0,,,
2026-07-20,com.univision.prendetv,dv360_int,0,0,0,,,
2026-07-20,com.univision.prendetv,crm_vix_svod_eml,0,0,0,,,
2026-07-20,com.univision.prendetv,TikTok_Paid,1,0,0,,,
2026-07-20,com.univision.prendetv,lychee,4327,1,1,,,
